20250309_185057,1.257,-1.118,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.236,-1.118,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.216,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.196,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.175,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.155,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.134,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.114,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.094,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.073,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.053,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.032,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,1.012,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.991,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.971,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.951,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.930,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.910,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.889,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.869,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.848,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.828,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.808,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.787,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.767,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.746,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.726,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.705,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.685,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.665,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.644,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.624,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.603,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.583,-1.119,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.563,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.542,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.522,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.501,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.481,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.460,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.440,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.420,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.399,-1.120,0,0,0,0,0,0,0,0, 0,0,0
20250309_185057,0.379,-1.119,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.358,-1.119,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.338,-1.118,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.317,-1.118,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.297,-1.117,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.276,-1.117,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.256,-1.116,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.236,-1.116,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.215,-1.115,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.194,-1.112,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.173,-1.109,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.151,-1.106,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.130,-1.103,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.109,-1.100,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.085,-1.089,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.061,-1.078,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.037,-1.067,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,0.013,-1.056,0,0,0,0,0,0,0,0, 8,0,0
20250309_185057,-0.012,-1.033,0,0,0,0,0,0,0,0, 8,0,0
